route_id,route_short_name,route_long_name,agency_id,sistema,subsistema,status,grupo_mode,lote_mode,empresa_mode,consorcio_operador,area_operacional_num_1a9,nome,area_operacional_hex_cor,cidade
1012-10,1012-10,Term. Jd. Britania - Jd. Monte Belo,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D01,Norte Buss,,,,,São Paulo
1012-21,1012-21,Term. Jd. Britânia - Jd. Rosinha,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D01,Norte Buss,,,,,São Paulo
1014-10,1014-10,Cptm Perus - Morro Doce,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D01,Norte Buss,,,,,São Paulo
1015-10,1015-10,Term. Jd. Britânia - Chác. Maria Trindade,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D01,Norte Buss,,,,,São Paulo
1016-10,1016-10,Cem. Do Horto - Shop. Center Norte,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
1017-10,1017-10,Perus - Conexão Vl. Iório,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D01,Spencer,,,,,São Paulo
1018-10,1018-10,Vl. Rosa - Metrô Santana,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
1019-10,1019-10,Sol Nascente - Term. Pirituba,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR1,Santa Brigida Mangalot,Consórcio Bandeirante de Mobilidade,1.0,Área 1,#4DFF19,São Paulo
1020-10,1020-10,Perus - Conexão Vl. Iório ,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D01,Spencer,,,,,São Paulo
1021-10,1021-10,Cohab Brasilândia - Term. Pirituba,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D01,Norte Buss,,,,,São Paulo
1022-10,1022-10,Vl. Sta. Cruz - Cptm Perus,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D01,Norte Buss,,,,,São Paulo
1023-10,1023-10,Vl. Pirituba - Cptm Pirituba,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D01,Norte Buss,,,,,São Paulo
1024-10,1024-10,Jd. Carombé - Conexão Petrônio Portela,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D01,Spencer,,,,,São Paulo
1025-10,1025-10,Jd. Carombé - Conexão Petrônio Portela,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D01,Spencer,,,,,São Paulo
1026-10,1026-10,Vl. Iara - Conexão Petrônio Portela,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D01,Spencer,,,,,São Paulo
1034-10,1034-10,Vl. Iara - Conexão Vl. Iório,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D01,Norte Buss,,,,,São Paulo
1036-10,1036-10,Cohab Brasilândia - Conexão Vl. Iório,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D01,Norte Buss,,,,,São Paulo
106A-10,106A-10,Metrô Santana - Itaim Bibi,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E02,Sambaiba,,,,,São Paulo
107T-10,107T-10,Metrô Tucuruvi - Term. Pinheiros,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E02,Sambaiba,,,,,São Paulo
1156-10,1156-10,Vl. Sabrina - Pça. Do Correio,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E02,Sambaiba,,,,,São Paulo
1177-10,1177-10,Term. A. E. Carvalho - Luz,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E03,Metr¿pole,,,,,São Paulo
1177-31,1177-31,Term. A. E. Carvalho - Luz,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E03,Metr¿pole,,,,,São Paulo
1178-10,1178-10,São Miguel - Pça. Do Correio,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E03,Metr¿pole,,,,,São Paulo
1178-31,1178-31,São Miguel - Pça. Do Correio,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E03,Metr¿pole,,,,,São Paulo
1178-32,1178-32,Abel Tavares - Pça. Do Correio,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E03,Metr¿pole,,,,,São Paulo
1178-33,1178-33,Pça. Do Correio - São Miguel,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E03,Metr¿pole,,,,,São Paulo
1178-42,1178-42,Conj. Hab. Vl. Sílvia - Pça. Do Correio,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E03,Metr¿pole,,,,,São Paulo
118C-10,118C-10,Jd. Pery Alto - Term. Amaral Gurgel,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
118Y-10,118Y-10,Lauzane Paulista - Lapa,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
119C-10,119C-10,Pq. Edu Chaves - Term. Princ. Isabel,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E02,Sambaiba,,,,,São Paulo
119L-10,119L-10,Vl. Sulina - Term. Lapa,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D01,Norte Buss,,,,,São Paulo
1206-10,1206-10,Pq. Vl. Maria - Correio,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Spencer,,,,,São Paulo
121G-10,121G-10,Pq. Novo Mundo - Metrô Tucuruvi,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
128Y-10,128Y-10,Jd. Pery Alto - Lapa,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
129F-10,129F-10,Conexão Petrônio Portela - Metrô Barra Funda,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E01,Santa Brigida,,,,,São Paulo
129F-41,129F-41,Conexão Petrônio Portela - Pça. Do Correio,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E01,Santa Brigida,,,,,São Paulo
139A-10,139A-10,Vl. Iório - Lapa,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D01,Norte Buss,,,,,São Paulo
148L-10,148L-10,Cohab Antártica - Lapa,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
148P-10,148P-10,Pedra Branca - Metrô Barra Funda,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
1701-10,1701-10,Jova Rural - Metrô Santana,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
1701-21,1701-21,Jova Rural - Metrô Tucuruvi,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
1701-22,1701-22,Jova Rural - Metrô Tucuruvi,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
1701-23,1701-23,Jova Rural - Metrô Santana,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
1702-10,1702-10,Jova Rural - Tietê,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Spencer,,,,,São Paulo
1703-10,1703-10,Jd. Fontális - Shop. Center Norte,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
1705-10,1705-10,Jd. São João - Metrô Tucuruvi,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
1705-51,1705-51,Cem. Pq. Da Cantareira - Metrô Tucuruvi,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
1709-10,1709-10,Jd. Joana D'arc - Metrô Tucuruvi,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
1709-21,1709-21,Jd. Joamar - Metrô Tucuruvi,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
1720-10,1720-10,Jd. Guancã - Cantareira,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
1720-21,1720-21,Vila Sabrina - Metrô Tucuruvi,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
1721-10,1721-10,Vl. Sabrina - Metrô Carandiru,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
1722-10,1722-10,Jd. Marina - Metrô Tucuruvi,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
1726-10,1726-10,Cem. Pq. Dos Pinheiros - Metrô Santana,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
172J-10,172J-10,Jd. Brasil - Tatuapé,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
172K-10,172K-10,Jd. Tremembé - Metrô Tatuapé,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Spencer,,,,,São Paulo
172N-10,172N-10,Shop. Center Norte - Metrô Belém,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E02,Sambaiba,,,,,São Paulo
172P-10,172P-10,Vl. Zilda - Metrô Belém,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
172R-10,172R-10,Jaçanã - Metrô Belém,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
172U-10,172U-10,Cem. Pq. Dos Pinheiros - Mooca,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Spencer,,,,,São Paulo
172X-10,172X-10,Pq. Novo Mundo - Metrô Tatuapé,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
172Y-10,172Y-10,Vl. Constança - Metrô Belém,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
1730-10,1730-10,Center Norte - Metrô Santana,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
1732-10,1732-10,Vl. Sabrina - Term. Amaral Gurgel,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E02,Sambaiba,,,,,São Paulo
1738-10,1738-10,Vl. Constança - Metrô Santana,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
1741-10,1741-10,Vl. Dionisia - Metrô Santana,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
1742-10,1742-10,Jd. Antártica - Metrô Santana,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
1743-10,1743-10,Jd. Pery Alto - Shop. D,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
1744-10,1744-10,Lauzane Paulista - Metrô Santana,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
1745-10,1745-10,Vl.nova Cachoeirinha - Shop. Center Norte,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
174M-10,174M-10,Vl. Sabrina - Museu Do Ipiranga,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
1756-10,1756-10,Pedra Branca - Metrô Santana,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
1757-10,1757-10,Conj. Dos Bancários - Metrô Santana ,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
1758-10,1758-10,Jd. Antártica - Metrô Santana,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
1759-10,1759-10,Jd. Pery - Metrô Santana,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
175P-10,175P-10,Metrô Santana - Ana Rosa,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E02,Sambaiba,,,,,São Paulo
175T-10,175T-10,Metrô Santana - Metrô Jabaquara,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E02,Sambaiba,,,,,São Paulo
1760-10,1760-10,Cohab Antártica - Shop. Center Norte,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
1764-10,1764-10,Jd. Corisco - Metrô Santana,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
1765-10,1765-10,Jd. Cabuçu - Metrô Tucuruvi,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
1767-10,1767-10,Pq. Edu Chaves - Metrô Tucuruvi,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
1771-10,1771-10,Jd. Fontális - Metrô Santana,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
1772-10,1772-10,Jd. Filhos Da Terra - Metrô Tucuruvi,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
1773-10,1773-10,Cem. Pq. Dos Pinheiros - Mandaqui,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
1775-10,1775-10,Vl. Albertina - Shop. Center Norte,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
1778-10,1778-10,Jd. Cabuçu - Metrô Santana,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
177H-10,177H-10,Metrô Santana - Cid. Universitária,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E02,Sambaiba,,,,,São Paulo
177H-21,177H-21,Metrô Santana - Pinheiros,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E02,Sambaiba,,,,,São Paulo
177Y-10,177Y-10,Metrô Barra Funda - Pinheiros,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E02,Sambaiba,,,,,São Paulo
1780-10,1780-10,Jd. Hebron - Metrô Parada Inglesa,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
1782-10,1782-10,Vl. Nova Galvão - Metrô Santana,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
1783-10,1783-10,Cachoeira - Metrô Santana,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
1783-22,1783-22,Jd. Labitary - Metrô Santana,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
1785-10,1785-10,Vl. Aurora - Metrô Santana,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
1786-10,1786-10,Vl. Albertina - Metrô Santana,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
1787-10,1787-10,Vl. Marieta - Metrô Santana,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
1788-10,1788-10,Jd. Fontális - Metrô Santana,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
1788-31,1788-31,Jd. Fontalis - Metrô Santana,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
178A-10,178A-10,Metrô Santana - Lapa,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E02,Sambaiba,,,,,São Paulo
178L-10,178L-10,Lauzane Paulista - Hosp. Das Clínicas,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
178T-10,178T-10,Metrô Santana - Ceasa,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E02,Sambaiba,,,,,São Paulo
178Y-10,178Y-10,Vl. Amélia - Metrô Jd. São Paulo,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
178Y-21,178Y-21,Conj. Dos Bancários - Metrô Jd. São Paulo,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Norte Buss,,,,,São Paulo
179X-10,179X-10,Jd. Fontális - Metrô Barra Funda,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Spencer,,,,,São Paulo
1896-10,1896-10,Jaraguá - Pça. Ramos De Azevedo,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E01,Santa Brigida,,,,,São Paulo
189L-10,189L-10,Conexão Vl. Iório - Lapa,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR1,Santa Brigida Mangalot,Consórcio Bandeirante de Mobilidade,1.0,Área 1,#4DFF19,São Paulo
189L-21,189L-21,Conexão Vl. Iório - Lapa,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR1,Santa Brigida Mangalot,Consórcio Bandeirante de Mobilidade,1.0,Área 1,#4DFF19,São Paulo
199D-10,199D-10,Conexão Vl. Iório - Term. Pinheiros,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E01,Santa Brigida,,,,,São Paulo
2002-10,2002-10,Term. Pq. D. Pedro Ii - Term. Bandeira,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR0,Ambiental,Consórcio Transvida Ambiental / Transpass / Campo Belo,,,,São Paulo
2004-10,2004-10,Jd. Nsa. Sra. Do Caminho - Cptm Guaianases,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D03,TransUniao,,,,,São Paulo
2005-10,2005-10,Jd. Romano - São Miguel,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D03,TransUniao,,,,,São Paulo
2006-10,2006-10,Cid. Kemel I - Cptm Itaim Paulista,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D03,TransUniao,,,,,São Paulo
2007-10,2007-10,Cid. Kemel Ii - Cptm Itaim Paulista,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D03,TransUniao,,,,,São Paulo
2008-10,2008-10,Jd. Nsa. Sra. Do Caminho - Cptm Itaim Paulista,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D03,TransUniao,,,,,São Paulo
2009-10,2009-10,Jd. Robru - Cptm Guaianases,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D03,TransUniao,,,,,São Paulo
2010-10,2010-10,Pq. Edu Chaves - Shop. D,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
2011-10,2011-10,Vl. Sabrina - Metrô Santana,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
2012-10,2012-10,Vl. Medeiros - Shop.d,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
2013-10,2013-10,Cohab Antártica - Cachoeirinha,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Spencer,,,,,São Paulo
2014-10,2014-10,Jd. Pery Alto - Metrô Barra Funda,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D02,Spencer,,,,,São Paulo
2016-10,2016-10,Jd. Das Oliveiras - São Miguel,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D04,UPBUS,,,,,São Paulo
2017-10,2017-10,Jd. Robru - São Miguel,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D04,UPBUS,,,,,São Paulo
2018-10,2018-10,Jd. Campos - São Miguel,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D04,UPBUS,,,,,São Paulo
2019-10,2019-10,Pq. Paineiras - Shop. Penha,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D04,UPBUS,,,,,São Paulo
2020-10,2020-10,Horto Florestal - Metrô Tucuruvi,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
2021-10,2021-10,Jd. Bandeirantes - Cptm Guaianases,1,onibus,municipal,existente,GRUPO DE DISTRIBUICAO,D03,TransUniao,,,,,São Paulo
2023-10,2023-10,Cachoeira - Metrô Tucuruvi,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
2023-41,2023-41,Jd. Labitary - Metrô Tucuruvi,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
2024-10,2024-10,Dib - Cachoeira,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
2025-10,2025-10,Vl. Nova Galvão - Santana,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
2026-10,2026-10,Jaçanã - Pq. Novo Mundo,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
2028-10,2028-10,Vl. Ayrosa - Metrô Tucuruvi,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
2029-10,2029-10,Jd. Fontális - Metrô Tucuruvi,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
2030-10,2030-10,Lauzane Paulista - Metrô Santana,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
2031-10,2031-10,Cid. Kemel Ii - Term. A. E. Carvalho,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR3,Metr¿pole,Metrópole,3.0,Área 3,#FFE600,São Paulo
2032-10,2032-10,Jd. Brasil - Metrô Carandiru,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
2033-10,2033-10,Vl. Sabrina - Shop. D,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
2034-10,2034-10,Metrô Tietê - Centro Tea,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
2058-10,2058-10,Term. São Miguel - Cptm Guaianases,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR3,Metr¿pole,Metrópole,3.0,Área 3,#FFE600,São Paulo
2059-10,2059-10,São Miguel - Cptm Guaianases,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E03,Metr¿pole,,,,,São Paulo
2060-10,2060-10,Term. A. E. Carvalho - Metrô Artur Alvim,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR3,Metr¿pole,Metrópole,3.0,Área 3,#FFE600,São Paulo
2076-10,2076-10,Jd. Das Oliveiras - Term. Penha,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR3,Metr¿pole,Metrópole,3.0,Área 3,#FFE600,São Paulo
2079-10,2079-10,Jd. Nélia - Cptm Itaim Paulista,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR3,Metr¿pole,Metrópole,3.0,Área 3,#FFE600,São Paulo
2080-10,2080-10,Cid. Kemel - Term. Aricanduva,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR3,Metr¿pole,Metrópole,3.0,Área 3,#FFE600,São Paulo
2088-10,2088-10,Conj. Encosta Norte - Term. A. E. Carvalho,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR3,Metr¿pole,Metrópole,3.0,Área 3,#FFE600,São Paulo
208M-10,208M-10,Metrô Santana - Term. Pinheiros,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E02,Sambaiba,,,,,São Paulo
208V-10,208V-10,Term. A. E. Carvalho - Term. Pq. D. Pedro Ii,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E03,Metr¿pole,,,,,São Paulo
209P-1,209P-1,Cachoeirinha - Term. Pinheiros,1,onibus,municipal,existente,,,,,,,,São Paulo
209P-10,209P-10,Cachoeirinha - Term. Pinheiros,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E02,Sambaiba,,,,,São Paulo
2100-10,2100-10,Term. Vl. Carrão - Pça. Da Sé,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR0,Ambiental,Consórcio Transvida Ambiental / Transpass / Campo Belo,,,,São Paulo
2100-21,2100-21,Term. Vl. Carrão - Term. Pq. D. Pedro Ii,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR0,Ambiental,Consórcio Transvida Ambiental / Transpass / Campo Belo,,,,São Paulo
2101-10,2101-10,Pça. Silvio Romero - Pça. Da Sé,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR0,Ambiental,Consórcio Transvida Ambiental / Transpass / Campo Belo,,,,São Paulo
2104-10,2104-10,Metrô Santana - Term. Pq. D. Pedro Ii,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E02,Sambaiba,,,,,São Paulo
2105-10,2105-10,Jd. Filhos Da Terra - Lgo. Da Concórdia,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
2105-21,2105-21,Jd. Filhos Da Terra - Metrô Santana,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
211L-10,211L-10,Mandaqui - Lapa,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
211V-10,211V-10,Vl. Paranaguá - Penha,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR3,Metr¿pole,Metrópole,3.0,Área 3,#FFE600,São Paulo
2123-10,2123-10,Vl. Medeiros - Liberdade,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E02,Sambaiba,,,,,São Paulo
2127-10,2127-10,Pq. Edu Chaves - Liberdade,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E02,Sambaiba,,,,,São Paulo
213E-10,213E-10,Pq. Edu Chaves - Metrô Belém,1,onibus,municipal,existente,GRUPO ARTICULACAO,AR2,Sambaiba,Sambaíba,2.0,Área 2,#005CCF,São Paulo
2161-10,2161-10,Pq. Edu Chaves - Pça. Do Correio,1,onibus,municipal,existente,GRUPO ESTRUTURAL,E02,Sambaiba,,,,,São Paulo
